L_id	headword	headword_slp1	root	root_slp1	prefixes	karaka	karaka_sense	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	context
12334	calitaṃ	calitaM	cala	cala		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	calitaM¦, tri, (cala + karttari ktaH .) k
12415	cāmpilā	cAmpilA	capi	capi		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	cAmpilA¦, strI, (capi + BAve GaY . ta
12418	cāmyaṃ	cAmyaM	cama	cama		karmaRi	object (karmaṇi)	ṇyat	Ryat	Participle	kṛt affix 'ṇyat' -> -ya; future passive participle / gerundive ('-ya') | anubandha: ṇ = ṇit -> vṛddhi (7.2.115); t = tit svarita accent		WIL	M¦, klI, (camyate Bakzyate iti . cama + karmmaRi Ryat .) B
12420	cāraṃ	cAraM	cara	cara		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	Bakzyate kopadvezAdivaSA- diti . cara + karmmaRi GaY .) k
12455	cālaḥ	cAlaH	cala	cala		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	yati AcCAdayatyane- neti . cala + Ric + karaRe GaY .) s
12457	cālanaṃ	cAlanaM	cala	cala		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	¦, klI, (cAlayatyaneneti . cala + Ric + karaRe lyuw .) c
12457	cālanaṃ	cAlanaM				BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	CidrasamopetaM cAlanaM titOH smftaH ..” BAve lyuw . pr
12458	cālanī	cAlanI	cala	cala		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	, strI, (cAlayatyaneneti . cala + Ric + karaRe lyuw NIp
12459	cāṣaḥ	cAzaH	caṣ	caz		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	ate Bakzyate- 'sO mAMsASiBiriti . caz + karmmaRi GaY .) s
12466	cikitsitaṃ	cikitsitaM	tato	tato		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	ikitsitaM¦, klI, (kit + svArTe san tato BAve ktaH .) c
12466	cikitsitaṃ	cikitsitaM				karaRe	instrument (karaṇe)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	ca Bizag- jitam ..” cikitsyate'neneti . karaRe ktaH . Be
12499	cit	cit	sampadāditvāt	sampadAditvAt		BAve	action / abstract (bhāve)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	t¦, strI, (cit saMjYAne + sampadAditvAt BAve kvip .) j
12501	citaḥ	citaH	ci	ci		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	citaH¦, tri, (ci + karmmaRi ktaH .) C
12506	cittaṃ	cittaM	cit	cit		karaRe	instrument (karaṇe)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	cittaM¦, klI, (cetatyaneneti . cit + karaRe ktaH .) a
12517	citraṃ	citraM	citra	citra		karmaRi	object (karmaṇi)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	citraM¦, klI, (citrayatIti . citra + karmmaRi ap . ya
12531	citraguptaḥ	citraguptaH	rakṣaṇe	rakzaRe		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	citraguptaH¦, puM, (gupa rakzaRe + BAve ktaH . ci
12593	cintitaṃ	cintitaM	citi	citi		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	cintitaM¦, tri, (citi + karmmaRi ktaH .) k
12594	cintitiḥ	cintitiH	cinta	cinta		BAve	action / abstract (bhāve)	ktic	ktic	Other	uncurated affix 'ktic' | it-letters: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185); cit: final acute accent, antodatta (6.1.163)		generic-decoder	cintitiH¦, strI, (cinta + BAve ktic iw c
12657	cihnaṃ	cihnaM	lakṣaṇe	lakzaRe		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	klI, (cihnyate'neneti . cihna lakzaRe + karaRe GaY .) c
12660	cihnitaḥ	cihnitaH	cihna	cihna		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	cihnitaH¦, tri, cihna + karmmaRi ktaH . ci
12692	cukkāraḥ	cukkAraH	cukka	cukka		BAve	action / abstract (bhāve)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	cukkAraH¦, puM, (cukka + BAve ap . cu
12732	cumbanaṃ	cumbanaM	cumbane	cumbane		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	cumbanaM¦, klI, (cuba i ki cumbane + BAve lyuw .) m
12740	culumpaḥ	culumpaH	culumpa	culumpa		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	mpyate iti culumpanamiti vA . culumpa + BAve GaY .) b
12759	cūtaḥ	cUtaH	cūṣa	cUza		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	taH¦, puM, (cUzyate pIyate iti . cUza + karmmaRi ktaH . pf
12763	cūrṇaṃ	cUrRaM	cūrṇa	cUrRa		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	¦, klI, (cUrRyate pizyate yat . cUrRa + karmmaRi GaY .) s
12764	cūrṇaḥ	cUrRaH	cūrṇa	cUrRa		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	puM, (cUrRyate sampizyate iti . cUrRa + karmmaRi GaY .) s
12796	cetanaḥ	cetanaH	cit	cit		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	puM, (cetati jAnAti sarvvaM iti . cit + karttari lyuH .) A
12806	celaṃ	celaM	cāle	cAle		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	e vistAryyate tantuBiriti . cela cAle + karmmaRi GaY . ya
12814	ceṣṭā	cezwA	ceṣṭa	cezwa		BAve	action / abstract (bhāve)	aṅ	aN	Other	uncurated affix 'aṅ' | it-letters: nit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)		generic-decoder	cezwA¦, strI, (cezwa + BAve aN wAp
12816	ceṣṭitaṃ	cezwitaM	ceṣṭa	cezwa		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	cezwitaM¦, klI, (cezwa + BAve ktaH .) g
12832	cokṣaḥ	cokzaH	cakṣa	cakza		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	yAyate ucyate gIyate ityarTaH . cakza + karmmaRi GaY . ta
12841	copanaṃ	copanaM	mandagamane	mandagamane		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	copanaM¦, klI, (cupa mandagamane + BAve lyuw .) S
12866	cyutaṃ	cyutaM	cyu	cyu		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	cyutaM¦, tri, (cyUyate sma iti . cyu + karmmaRi ktaH . ya
12867	cyutiḥ	cyutiH	cyu	cyu		apAdAne	source (apādāne)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	I, (cyavate SoRitAdikamasyA iti . cyu + apAdAne ktin .) B
12867	cyutiḥ	cyutiH	cyu	cyu		BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	dadvAram . iti SabdaratnAvalI .. (cyu + BAve ktin .) k
12874	chaḥ	CaH	cho	Co		BAve	action / abstract (bhāve)	ḍa	qa	Agent — the doer	kṛt affix 'ḍa' -> -a; agent noun (esp. after an upapada) | anubandha: ḍ = ḍit -> the ṭi of the base is elided (6.4.143)		WIL	CaH¦, puM, (Co + BAve qaH GaYa
12876	chagaṇaṃ	CagaRaM	gaṇa	gaRa		karmaRi	object (karmaṇi)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	- SCAdanAyetyarTaH gaRyate iti . gaRa + karmmaRi ap .) k
12911	chadanaṃ	CadanaM	chada	Cada		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	sErupetAni sArasABirutAni ca ..” Cada + BAve lyuw .) p
12917	chandaḥ	CandaH	chanda	Canda		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	CandaH¦, puM, (Candyate iti . Canda + BAve GaY .) a
12929	charddaṃ	CarddaM	chardda	Cardda		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	CarddaM¦, klI, (Cardda + BAve GaY .) v
12930	charddanaṃ	CarddanaM	chardda	Cardda		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	CarddanaM¦, klI, (Cardda + BAve lyuw .) v
12962	chātradarśanaṃ	CAtradarSanaM	dṛśa	dfSa		karmaRi	object (karmaṇi)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	mBUtaM maDu tadiva dfSyate iti . dfSa + karmmaRi lyuw .) h
12963	chādaṃ	CAdaM	chada	Cada		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	I, (CAdyate gfhamaneneti . Cada + Ric + karaRe GaY . CA
12964	chādanaṃ	CAdanaM	saṃvṛtau	saMvftO		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	CAdanaM¦, klI, (Cada ki saMvftO + Ric + karaRe lyuw .) C
12964	chādanaṃ	CAdanaM				kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	karaRe lyuw .) Cadanam . antardDAnam . (karttari lyuH .) p
12964	chādanaṃ	CAdanaM				BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	.) patram . ityamarawIkAyAM BarataH .. (BAve lyuw .) A
12982	chikkanī	CikkanI				karaRe	instrument (karaṇe)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	vyaktakzutaSabdaM kanatya- nayA . kan + karaRe ap tato
13029	chedaḥ	CedaH	chida	Cida		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	CedaH¦, puM, (Cida + BAve GaY .) C
13029	chedaḥ	CedaH	chid	Cid		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	yakroDayoH ..” * .. Cidyate iti . Cid + karmmaRi GaY .) K
13030	chedanaṃ	CedanaM	chid	Cid		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	CedanaM¦, klI, (Cid + BAve lyuw .) a
13039	choraṇaṃ	CoraRaM	chura	Cura		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	CoraRaM¦, klI, (Cura + BAve lyuw .) p
13049	jakṣaṇaṃ	jakzaRaM	jakṣa	jakza		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	jakzaRaM¦, klI, (jakza + BAve lyuw .) B
